date,code,open,high,low,close,adj_factor
2024-01-02,159210,96.83798762684137,96.85219775358387,96.7386069841613,96.82550315442593,1.0
2024-01-02,159323,87.53902697794649,87.67009136772654,87.27244225297375,87.38829336058127,1.0
2024-01-02,159512,112.82794500043848,112.92140703786438,112.37572181462107,112.5113480629965,1.0
2024-01-02,159565,116.46554097483084,116.78970564183757,116.41890548754876,116.44332626890663,1.0
2024-01-02,159637,99.89157532340006,100.18406544694999,99.77991129532043,99.78295992857211,1.0
2024-01-02,159710,100.44421575042524,100.56280940462773,100.16471662017338,100.39293143262947,1.0
2024-01-02,159720,116.07302965621868,116.34134004063775,115.63624666481562,115.80316123775071,1.0
2024-01-02,159795,100.45892328475774,100.6123576056967,100.22851350733994,100.56797623513461,1.0
2024-01-02,159806,116.10997053011307,116.40134412456497,115.93488179734376,116.29232603086176,1.0
2024-01-02,159824,106.34550319798207,106.5915512657159,106.18886404354949,106.46143136933314,1.0
2024-01-02,159825,105.53474460778675,105.8054476557041,105.44934113612113,105.74581825079967,1.0
2024-01-02,159827,112.0417162872863,112.62809323656094,111.97610916165415,112.19320268021646,1.0
2024-01-02,159888,87.82343719180038,87.82365103954119,87.4988027341751,87.6231749672288,1.0
2024-01-02,159889,118.22565346791963,118.56240211577682,117.95498524369764,118.49237402078339,1.0
2024-01-02,515030,100.27490458216973,100.29824701429871,100.14890909785346,100.15609150797341,1.0
2024-01-02,515250,82.68637725123443,82.96441567719343,82.53599925791369,82.87504733233645,1.0
2024-01-02,515700,119.2614119705869,119.36831926461538,118.8982336429248,119.12791861774804,1.0
2024-01-02,516380,105.59426933296645,105.74316221867225,104.67889761258084,105.28808643890645,1.0
2024-01-02,516390,91.9386756042143,92.20876693262619,91.62099790961805,91.8063441531998,1.0
2024-01-02,516520,115.0740040062221,115.4433041467495,114.90286298838554,115.07852405185777,1.0
2024-01-02,516550,90.58704232332114,90.67299825476013,90.53973936707928,90.63558575941764,1.0
2024-01-02,516590,89.656289334347,89.9165108902027,89.37157657227203,89.8784100880098,1.0
2024-01-02,516660,109.0707899297683,109.21347705630872,108.96995594811784,109.18291029425308,1.0
2024-01-02,516810,99.54524789050956,99.9838465902169,99.45199133375608,99.85393440027288,1.0
2024-01-02,516870,106.68932528464434,107.25499476971652,106.27858580585661,107.09008212988586,1.0
2024-01-02,520720,81.51257226722907,81.69417132475333,81.47309138950533,81.64736196240776,1.0
2024-01-02,560000,88.02586367835052,88.44706719989391,87.73112002395679,88.42665086674836,1.0
2024-01-02,562260,102.02378123202503,102.75736752272739,101.45197999711884,101.99503027793672,1.0
